Name,Latitude,Longitude,Air conditioning,Housekeeping,Private balcony,Private bathrooms,VIP room facilities,Complimentary toiletries,Room service,Telephone,Minibar,Flatscreen TV,Wifi,Pool,Bar / lounge,Poolside bar,Free parking,Breakfast available,Restaurant,Airport transportation,Car hire,Taxi service,Banquet room,Meeting rooms,Conference facilities,Spa,Sauna,Currency exchange,24-hour security,Concierge,Baggage storage,Sun terrace,Shops,Butler service,First aid kit,Infirmary,24-hour front desk,Private check-in / check-out,Express check-in / check-out,Dry cleaning,Laundry service,Shoeshine,Ocean view,City view,Landmark view,Pool view,Non-smoking rooms,Smoking rooms available,Suites,Rating,Number of reviews,Price,Distance Score,Review Score
Purpletree Place Beebiz,13.015439987182615,80.22586059570312,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,5.0,4,3062.873,417.99,5.08
Ashok Residency,13.021129608154295,80.20417785644531,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,3.5,35,2218.61,361.2,4.15
Feathers A Radha Hotel,13.021915435791,80.1812057495117,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.5,775,4480.0,213.24000000000007,9.27
Blu Iris,13.071195602417,80.2195816040039,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,4.0,29,2451.46,405.20000000000005,4.55
S Hotels,13.0396203994751,80.2401123046875,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.5,6,1605.04,482.0700000000001,4.62
Citadines OMR Chennai,12.9005823135376,80.2276306152344,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.5,213,1816.18,56.63999999999999,7.37
VGP Golden Beach Resort,12.914693832397498,80.2550964355469,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,3.0,133,3712.34,88.55,5.06
Savera Hotel,13.0459680557251,80.2611389160156,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,4.0,2167,3889.63,451.8500000000001,9.0
Gokulam Park Sabari - OMR,12.842174530029302,80.2277069091797,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.5,430,2098.73,29.26,8.6
Welcomhotel Chennai,13.045646667480499,80.2565002441406,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.5,1118,3192.0,464.27000000000004,9.44
E Hotel,13.058695793151903,80.2630844116211,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,4.5,715,2800.0,440.18000000000006,9.21
"Ginger Chennai (Tharamani, IITM)",12.991032600402804,80.2424774169922,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3.5,293,2418.0,312.66999999999996,6.95
Hotel Mars Deluxe,12.971578598022498,80.15045166015629,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3.0,108,1499.68,60.029999999999994,4.75
Marina Inn,13.075345993042,80.259147644043,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,4.5,290,3514.58,408.9599999999999,7.93
Pratap Plaza Hotel,13.054079055786099,80.23423767089841,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,4.0,131,1904.0,460.8100000000001,6.04
MGM Eastwoods,12.975040435791,80.2584991455078,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,4.0,130,2688.0,287.85999999999996,6.03
OYO 968 Hotel Poigai,13.070437431335401,80.2153396606445,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3.5,17,880.25,383.74000000000007,3.83
FabHotel Sri Krishna Residency,12.9701099395752,80.1901397705078,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,3.0,11,1399.24,142.30000000000004,3.22
Le Royal Meridien Chennai,13.006630897522,80.205451965332,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,4.5,2012,4556.94,324.5300000000001,9.5
Hanu Reddy Residences Poes Garden,13.0417966842651,80.25413513183591,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,4.5,306,2672.17,474.4800000000001,8.03
Zingle Stay Airport,12.9780950546265,80.179313659668,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,4.5,106,1983.22,112.27999999999999,6.23
"The Lotus - Apartment Hotel, Burkit Road",13.034274101257301,80.2358703613281,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4.0,129,1723.9,470.9500000000001,6.02
SRM Hotel Chennai,12.8235273361206,80.0417251586914,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,4.0,167,3472.0,0.0,6.44
Greens Gate Chennai,13.0818376541138,80.27032470703121,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3.5,107,3218.29,373.7799999999999,5.24
Hotel Fortel,13.078113555908198,80.2636642456055,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,3.5,147,3082.24,383.5799999999999,5.72
Broadlands Hotel,13.075810432434098,80.2702407836914,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,87,630.0,383.5799999999999,4.97
Hotel Pandian,13.0756101608276,80.2627944946289,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,3.5,213,1568.0,404.4699999999999,6.37
Hotel Victoria,13.076865196228,80.262451171875,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,3.5,55,1749.54,404.4699999999999,4.49
Le Stay Inn,13.0599193572998,80.2774658203125,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,8,730.93,411.23999999999995,4.16
R.M.C Travellers Inn,13.0025997161865,80.2670135498047,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.5,18,1317.12,360.46999999999997,3.85
bluivy Korattur,13.1058797836304,80.1861572265625,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,4.0,8,1440.14,112.33999999999997,4.16
Adore Residency,13.0501699447632,80.2122421264648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,7,1660.5,391.29,3.64
"Hanu Reddy Residences,Wallace Garden",13.061518669128402,80.25079345703121,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,4.5,359,3049.02,441.5900000000001,8.31
The Raintree Hotel Anna Salai,13.0338582992554,80.2441024780273,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,4.5,1573,5394.45,474.8900000000001,9.49
JP Hotel,13.070972442627001,80.2045822143555,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,4.5,389,3595.28,258.74000000000007,8.45
"Aloft Chennai, OMR - IT Expressway",12.899679183960002,80.2289123535156,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,4.0,531,2688.0,56.63999999999999,8.4
Avenue 11,13.042499542236301,80.2531433105469,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,4.5,122,3125.18,474.4800000000001,6.43
YWCA International Guest House,13.079870223999,80.2602844238281,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.0,148,1886.08,388.06999999999994,6.23
Hotel Royal Plaza,13.0697469711304,80.1984329223633,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4.0,140,2692.44,237.43000000000006,6.14
Raj Grand-Days,13.000280380249,80.2655715942383,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,4.0,40,2321.18,368.31,4.74
Treebo Trend Elan,13.0539283752441,80.2405319213867,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3.5,112,2639.11,451.4800000000001,5.31
Hotel Illam,13.033450126647999,80.2461700439453,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,3.5,4,2233.94,474.8900000000001,3.58
Xavier Rajan Guest House,13.0572595596313,80.2515029907227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.0,1,650.0,439.8900000000001,4.02
Vasantha Lodge,13.087120056152301,80.2523498535156,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.0,1,550.0,378.99999999999994,4.02
FabExpress Picnic Plaza,13.032369613647498,80.26759338378909,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.5,4,1856.4,449.01000000000005,4.58
Vestin Park,13.067657470703098,80.25904846191409,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,3.5,135,4484.22,429.67,5.59
Accord Chrome,12.9545373916626,80.1350402832031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5,3353.94,55.050000000000004,5.1
Kuber Inn Elite,13.019868850708,80.185546875,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4.5,11,2983.0,218.45000000000007,4.72
DM Travellers Inn,13.0566396713257,80.19114685058591,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,4.5,24,899.1,239.94000000000005,4.96
Taj Kazura Hotel,12.9770002365112,80.2549362182617,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,4.0,17,2520.0,284.93999999999994,4.33
Hotel Park Plaza,13.076169967651401,80.2643814086914,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.5,57,3082.34,404.4699999999999,4.52
NGH Transit Hotel,12.976715087890598,80.1887283325195,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,3.5,30,2128.0,161.35000000000005,4.07
Jayam Residency,13.0758304595947,80.21559143066409,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.5,4,702.0,349.61000000000007,4.58
