Name,Latitude,Longitude,Air conditioning,Housekeeping,Private balcony,Private bathrooms,VIP room facilities,Complimentary toiletries,Room service,Telephone,Minibar,Flatscreen TV,Wifi,Pool,Bar / lounge,Poolside bar,Free parking,Breakfast available,Restaurant,Airport transportation,Car hire,Taxi service,Banquet room,Meeting rooms,Conference facilities,Spa,Sauna,Currency exchange,24-hour security,Concierge,Baggage storage,Sun terrace,Shops,Butler service,First aid kit,Infirmary,24-hour front desk,Private check-in / check-out,Express check-in / check-out,Dry cleaning,Laundry service,Shoeshine,Ocean view,City view,Landmark view,Pool view,Non-smoking rooms,Smoking rooms available,Suites,Rating,Number of reviews,Price,Distance Score,Review Score
Hyatt Regency Mumbai,19.103725433349602,72.8716506958008,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,4.5,3358,5598.88,179.72,9.5
T24 Residency,19.1107082366943,72.8750991821289,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.0,524,3218.91,167.39000000000001,8.39
The Oriental Residency,19.0676651000977,72.8363571166992,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,4.0,507,2122.12,168.06,8.34
ibis Mumbai Airport - An AccorHotels Brand,19.096693038940398,72.85325622558591,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4.0,1752,3470.88,200.82,9.0
"Sun-n-Sand Hotel, Mumbai",19.1093902587891,72.8241424560547,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,4.0,1008,4731.09,142.85000000000002,8.91
Niranta Airport Transit Hotel & Lounge,19.0959186553955,72.8742752075195,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.0,667,4618.86,173.24,8.65
The Paradise By Tunga Hotel,19.1209716796875,72.8705291748047,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,4.0,359,2280.14,164.89000000000001,7.81
Hotel Peninsula Redpine,19.1100921630859,72.874153137207,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.5,24,2681.28,167.39000000000001,3.96
Sai Palace Grand Malad,19.1894683837891,72.83544921875,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,4.0,136,3168.02,131.88000000000002,6.1
HOTEL PARLE INTERNATIONAL,19.101146697998,72.8450012207031,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,3.5,305,2332.4,193.16,7.02
The Beatle,19.1214065551758,72.9098663330078,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.0,176,4581.74,92.93,6.53
Goldfinch Mumbai,19.119815826415998,72.8699035644531,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,4.5,1015,3510.06,164.89000000000001,9.41
The Oberoi Mumbai,18.9269771575928,72.82044982910159,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,5.0,3268,11788.0,407.45000000000016,10.0
Radisson Mumbai Goregaon,19.1734714508057,72.845832824707,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,4.5,1322,6271.1,143.96,9.47
Hotel Kemps Corner,18.9640827178955,72.8066482543945,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4.5,248,2849.28,453.36000000000024,7.65
Taj Santacruz,19.090753555297898,72.8492126464844,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.5,1626,5306.93,204.18999999999997,9.49
Hotel Residency Fort,18.934991836547898,72.83349609375,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,4.5,2552,4153.91,412.4900000000002,9.5
"ITC Maratha, Mumbai - a Luxury Collection Hotel",19.1039543151855,72.8699493408203,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,4.5,5077,6540.0,179.72,9.5
"ITC Grand Central, Mumbai - a Luxury Collection Hotel",18.9978981018066,72.83856201171879,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,4.5,4152,5668.0,434.4800000000002,9.5
The Lalit Mumbai,19.1053771972656,72.875732421875,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,4.5,4891,7615.32,172.96,9.5
Hotel Marine Plaza,18.931377410888697,72.8229141235352,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,4.0,812,6552.0,412.4900000000002,8.81
Urbanpod Hotel,19.125564575195302,72.87290954589841,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,4.5,233,2510.49,162.43000000000004,7.53
Hotel Bawa International,19.0965194702148,72.853759765625,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,3.5,804,4284.0,200.82,8.3
The Orchid Mumbai Vile Parle,19.0971298217773,72.85494232177741,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,4.0,2880,4928.11,192.92,9.0
VITS Mumbai International Airport T2,19.111749649047898,72.8711624145508,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,4.0,1680,4031.1,173.26000000000002,8.99
The Ambassador Mumbai,18.9335632324219,72.82476806640629,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,4.0,804,4864.19,412.4900000000002,8.8
Hotel Mina International,19.1372337341309,72.8465881347656,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,3.5,157,1763.37,129.74,5.83
"Ramee Guestline Hotel, Juhu",19.1092262268066,72.8254699707031,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,3.5,598,3509.85,142.85000000000002,8.04
Comfort Inn Heritage,18.9759674072266,72.8340835571289,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,4.0,386,4355.68,481.3800000000003,7.93
The Emerald - Hotel & Service Apartments,19.0931663513184,72.8285751342773,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,3.5,509,2413.32,153.67000000000002,7.85
FabHotel Atlas Plaza,19.121547698974602,72.8502731323242,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,4.0,31,2141.05,172.62000000000003,4.58
Treebo Trend Blue Moon,19.1143398284912,72.8889236450195,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,31,2084.66,149.1,4.58
Ramada Plaza by Wyndham Palm Grove,19.0986366271973,72.8267822265625,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,4.0,1364,3819.36,146.48000000000002,8.98
Treebo Trend Olive Nest,18.9946193695068,72.814323425293,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,4.0,43,2494.08,461.82000000000016,4.79
Club Emerald,19.0566673278809,72.89109802246091,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,4.0,40,3326.4,148.83000000000004,4.74
Hotel Suncity Premiere,19.1193408966064,72.8741683959961,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4.0,39,3628.8,164.89000000000001,4.72
Hotel Kohinoor Elite,19.0808086395264,72.88543701171879,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,4.0,441,2821.81,161.87,8.14
Capital O 33476 Lavender Bough,19.074199676513697,72.90489196777341,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,20,1922.06,103.67999999999999,3.38
Hotel Elite 59,19.1246299743652,72.879768371582,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,1,1299.0,154.66,3.02
Krishna Palace Hotel,18.9625282287598,72.814208984375,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,4.0,395,4795.08,453.36000000000024,7.97
Fariyas Hotel Mumbai,18.917064666748,72.82997131347659,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,4.0,1211,4479.55,370.42,8.96
"Trident, Nariman Point",18.927808761596697,72.8208923339844,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,4.5,5008,9735.0,407.45000000000016,9.5
The St. Regis Mumbai,18.9941501617432,72.8238296508789,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,4.5,2243,7085.0,467.82000000000016,9.5
Hotel Leafio,19.102186203002898,72.8862686157227,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,4.5,105,1567.1,149.96,6.21
Residency Sarovar Portico,19.175422668457,72.8468322753906,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,4.5,678,3067.46,127.05000000000001,9.17
Hilton Mumbai International Airport,19.104436874389602,72.8708953857422,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,4.5,2175,5585.67,179.72,9.5
"Lakeside Chalet, Mumbai - Marriott Executive Apartments",19.132848739624,72.8995361328125,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.5,446,7412.0,127.55,8.66
"Svenska Design Hotel, Andheri West, Mumbai",19.1363773345947,72.828010559082,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,4.5,749,4222.39,108.69000000000001,9.25
Hotel Bawa Suites,19.0688457489014,72.8333740234375,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.0,163,3880.8,168.06,6.39
Four Seasons Hotel Mumbai,18.9941940307617,72.8203506469727,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,4.5,2527,5598.43,467.82000000000016,9.5
The Sahil Hotel,18.968542098999,72.82366943359379,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,4.0,624,3764.93,457.96000000000026,8.59
Hotel Leafio Marigold,19.110460281372102,72.8791732788086,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4.5,138,1847.55,159.02,6.62
Citizen Hotel,19.0956993103027,72.8268356323242,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,3.5,250,3177.54,149.07000000000002,6.66
Hotel Cliffton,19.1362075805664,72.8481216430664,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,4.5,3,2086.66,129.74,4.56
Midland Hotel,19.081279754638697,72.8542098999023,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3.5,233,2576.0,213.68999999999997,6.53
Hotel Airport International,19.0962600708008,72.854118347168,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,3.0,367,2368.34,200.82,6.85
"The Fern Residency, Mumbai",19.0524749755859,72.8921127319336,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,4.5,598,3308.33,141.94000000000003,9.04
Hotel Suncity Apollo,18.9240760803223,72.8323440551758,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,3.5,163,2995.54,407.45000000000016,5.89
Renaissance Mumbai Convention Centre Hotel,19.1342620849609,72.9010925292969,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,4.5,2916,5559.0,137.01000000000002,9.5
Hotel Indore,18.961841583252,72.8297805786133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,6,1463.94,457.96000000000026,4.12
Hotel Fortune Elite,19.128574371337898,72.8470153808594,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3.5,6,1259.16,159.42000000000004,3.62
Avion Hotel,19.096239089965803,72.8523178100586,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.0,156,2106.54,200.82,5.32
OYO 12693 Manori Resort,19.2093334197998,72.7820510864258,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,50,1769.96,70.33,3.91
OYO 9748 Hotel Girgaon Palace,18.9553394317627,72.8206253051758,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3,1737.62,435.9600000000002,3.06
Hotel Suncity Residency,19.118820190429698,72.87386322021491,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,4.0,85,2180.18,164.89000000000001,5.44
Hotel Suba International,19.106149673461896,72.8601303100586,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.0,587,5278.0,202.10999999999999,8.52
Residency Hotel Andheri,19.1171703338623,72.85548400878909,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,4.0,500,3334.44,177.50000000000003,8.32
Hotel Executive Enclave,19.066818237304698,72.8302230834961,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,4.0,398,3665.3,162.62,7.98
Hotel Bawa Continental,19.100643157959002,72.82762145996091,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,4.0,618,3225.6,146.48000000000002,8.58
Hotel Kumkum,18.964994430542,72.81893157958991,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4.0,385,2419.2,457.96000000000026,7.93
Treebo Trend Olive Inn,19.0727615356445,72.8761215209961,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,4.0,128,2439.52,185.48999999999995,6.0
Treebo Trend Amber International,19.0919227600098,72.88148498535159,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.5,188,2696.08,156.86,7.14
