Name,Latitude,Longitude,Air conditioning,Housekeeping,Private balcony,Private bathrooms,VIP room facilities,Complimentary toiletries,Room service,Telephone,Minibar,Flatscreen TV,Wifi,Pool,Bar / lounge,Poolside bar,Free parking,Breakfast available,Restaurant,Airport transportation,Car hire,Taxi service,Banquet room,Meeting rooms,Conference facilities,Spa,Sauna,Currency exchange,24-hour security,Concierge,Baggage storage,Sun terrace,Shops,Butler service,First aid kit,Infirmary,24-hour front desk,Private check-in / check-out,Express check-in / check-out,Dry cleaning,Laundry service,Shoeshine,Ocean view,City view,Landmark view,Pool view,Non-smoking rooms,Smoking rooms available,Suites,Rating,Number of reviews,Price,Distance Score,Review Score
Holiday Inn Express New Delhi International Airport T3,28.56805992126465,77.12139892578125,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.5,789,10030,137.18,8.29
Hotel Delhi Aerocity,28.54206085205078,77.118408203125,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4.0,734,1608,140.32999999999998,8.73
Inde Hotel Cyber City,28.49272727966309,77.09071350097656,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,4.0,63,3250,32.97,5.11
"ITC Maurya, a Luxury Collection Hotel, New Delhi",28.59712791442871,77.17361450195312,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,4.5,4978,11772,482.32,9.5
"Shangri-La's - Eros Hotel, New Delhi",28.620832443237305,77.21797943115234,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,4.5,4443,8316,555.5800000000003,9.5
The Umrao,28.52791404724121,77.10086059570312,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.5,940,8111,59.20000000000001,9.38
Sheraton New Delhi Hotel,28.526691436767567,77.21598815917969,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,4.5,2981,6720,247.16,9.5
Le Meridien New Delhi,28.61888885498047,77.21807098388672,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,4.5,4583,5327,565.0300000000002,9.5
Crowne Plaza New Delhi Mayur Vihar Noida,28.590341567993164,77.29741668701172,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,4.5,1207,3999,247.91,9.46
Hyatt Regency Delhi,28.56916427612305,77.18533325195312,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,4.5,3747,5669,510.52,9.5
Maidens Hotel,28.67450523376465,77.22607421875,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,4.5,1619,4480,355.33000000000015,9.49
Hotel Amax Inn,28.64664649963379,77.21329498291016,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,4.0,1096,716,510.13000000000005,8.94
Radisson Blu Hotel New Delhi Paschim Vihar,28.66713905334473,77.09123229980469,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,4.5,2517,2575,51.22000000000001,9.5
"Ambassador, New Delhi - IHCL SeleQtions",28.601520538330078,77.22897338867188,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,4.0,1389,6159,574.0300000000002,8.98
The Suryaa New Delhi,28.56098556518555,77.2682876586914,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,4.5,4082,5421,316.49,9.5
Hotel Ajanta,28.645788192749023,77.21583557128906,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.0,2284,1843,514.82,9.0
The Golden Palms Hotel & Spa,28.62903022766113,77.31514739990234,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3.5,160,5039,132.31999999999996,5.86
Treebo Tryst Royce,28.55973052978516,77.2730484008789,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,4.0,103,1710,304.4600000000001,5.69
The Legend Inn,28.55740547180176,77.24027252197266,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.5,341,3591,437.53,8.22
Sarovar Portico Naraina,28.62598419189453,77.135009765625,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.0,232,3510,185.00000000000003,7.02
Hotel Grand Godwin,28.64589881896973,77.2153091430664,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,4.0,1544,1796,514.82,8.99
Hotel City Star,28.64479637145996,77.21490478515625,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,4.5,1742,2778,523.7500000000001,9.5
Jaypee Siddharth,28.642414093017567,77.17539978027344,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,4.5,1721,5224,464.97,9.49
The Grand New Delhi,28.53906059265137,77.15225982666016,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,4.0,2097,4468,201.86,9.0
Airport Hotel,28.56544303894043,77.12277221679688,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,3.0,241,2241,137.18,6.09
OYO 12191 Hotel Airlift,28.56329917907715,77.16414642333984,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.5,9,526,326.26,3.68
Colonel's Retreat,28.56865882873535,77.23319244384766,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4.5,928,1998,521.3700000000001,9.38
The Metropolitan Hotel & Spa,28.63116455078125,77.20784759521484,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,4.0,2497,6720,541.0700000000003,9.0
Hotel City Park,28.713830947875977,77.1390609741211,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3.5,231,4371,28.08,6.52
Joey's Hostel,28.62908363342285,77.27445220947266,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,4.5,197,1813,451.91,7.23
PodStop,28.555137634277344,77.24801635742188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,628,387.93,4.18
Aloft New Delhi Aerocity,28.552452087402344,77.12358856201172,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,4.5,797,5088,153.89999999999995,9.29
"The Oberoi, New Delhi",28.59640121459961,77.23975372314453,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,4.5,2595,17700,583.1300000000001,9.5
Taj Mahal Hotel,28.60473251342773,77.22358703613281,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,4.5,2708,10620,574.0300000000002,9.5
Crowne Plaza New Delhi Rohini,28.72023963928223,77.1102066040039,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,4.5,1211,5810,24.34,9.46
The Lalit New Delhi,28.631431579589844,77.22715759277344,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,4.5,9056,8727,528.3600000000001,9.5
Fraser Suites New Delhi,28.59417724609375,77.29905700683594,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.0,425,6493,256.52000000000004,8.09
"Four Points by Sheraton New Delhi, Airport Highway",28.528249740600586,77.1001205444336,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.0,849,4956,59.20000000000001,8.83
The Ashtan Sarovar Portico,28.56288719177246,77.20389556884766,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,4.0,549,3673,507.4200000000001,8.44
The Muse Sarovar Portico,28.545467376708984,77.2479019165039,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4.5,552,5040,353.15000000000015,8.95
Hotel Delhi 55,28.64469337463379,77.2137222290039,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4.0,176,2254,523.7500000000001,6.53
Ashok Country Resort,28.525449752807607,77.09342956542969,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3.0,431,1809,46.84,7.11
Hotel Prince Palace Deluxe,28.64037704467773,77.21144104003906,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,4.5,208,1235,538.0300000000002,7.32
Jaypee Vasant Continental,28.55643081665039,77.16417694091797,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.0,1065,5612,289.23,8.93
Hotel Swati,28.64716148376465,77.18848419189453,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,4.0,158,4508,480.36,6.34
Hotel Grand Imperial,28.64580345153809,77.19219970703125,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,4.0,36,3508,486.47,4.67
The Ashok,28.59695053100586,77.1961898803711,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,3.0,779,6931,577.8300000000003,7.78
Hotel Palace Heights,28.63387489318848,77.22145080566406,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,4.5,830,4021,533.2500000000001,9.32
Hotel Divine Paradise,28.57548522949219,77.2640380859375,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.5,26,2800,453.39,3.99
Hotel Hari Piorko,28.64108467102051,77.21408081054688,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.0,2171,1172,533.0700000000003,9.0
Rockland Hotel C R Park,28.54280090332031,77.24285888671875,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.0,347,3638,359.61,7.75
Hotel The Royal Plaza,28.62146377563477,77.21687316894531,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,4.0,3796,4435,553.8500000000003,9.0
Hotel Surya International,28.64816856384277,77.18846893310547,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.0,377,2688,467.51000000000016,7.89
On The House,28.563947677612305,77.19831848144531,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.5,292,4480,506.20000000000016,7.95
Hotel Aman Continental,28.64170837402344,77.21714782714844,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.0,270,2217,523.7500000000001,7.3
Smyle Inn,28.64162826538086,77.21470642089844,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,4.0,1211,864,523.7500000000001,8.96
Hotel Connaught Royale,28.632221221923828,77.22771453857422,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.0,102,3149,528.3600000000001,5.68
Colonels Retreat 2,28.57390022277832,77.23593139648438,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5.0,17,2349,545.6000000000004,5.33
OYO 9570 Pulse Impulse BnB,28.5752067565918,77.26219940185547,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4.0,64,1173,464.4200000000001,5.13
Trimrooms Palm D'or @ New Delhi Railway Station,28.64449882507324,77.21755981445312,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3.5,252,2911,523.7500000000001,6.68
Avalon Courtyard,28.547704696655273,77.12737274169922,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.0,168,6203,160.85,6.45
Classic Diplomat - New Delhi,28.547882080078125,77.12606048583984,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,3.5,318,2068,160.85,7.1
Hotel Baba Inn,28.64603042602539,77.21283721923828,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3.5,26,1272,524.1400000000001,3.99
Hotel Rama Deluxe,28.649860382080078,77.19406127929688,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.5,31,2129,472.16,4.08
Kings Heritage Plaza,28.54015350341797,77.29470825195312,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,4.0,15,1680,89.34000000000002,4.29
Hotel Regent Intercontinental,28.64846229553223,77.18830871582031,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,3.5,59,3004,467.51000000000016,4.55
Capital O 41924 Hotel Tashree,28.52953910827637,77.0870132446289,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,4.5,12,1512,52.32,4.73
A One Rooms by Alsafar India,28.64124298095703,77.21159362792969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2,626,533.0700000000003,5.04
OYO 542 Hotel Kalkaji Residency,28.540264129638672,77.2613296508789,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3,1821,236.64,4.56
OYO 9233 Hotel Cottage Lord Krishna,28.640869140625,77.21199798583984,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,4.0,6,671,533.0700000000003,4.12
Eleven,28.5888786315918,77.24890899658203,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.0,649,7605,563.6000000000003,9.63
The Imperial Hotel,28.62554931640625,77.21826171875,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,4.5,3824,18054,531.7500000000001,9.5
Shanti Home,28.623689651489247,77.06880950927734,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4.5,1301,5600,40.32,9.47
