Hotel_id,Name,Latitude,Longitude,Air conditioning,Housekeeping,Private balcony,Private bathrooms,VIP room facilities,Complimentary toiletries,Room service,Telephone,Minibar,Flatscreen TV,Wifi,Pool,Bar / lounge,Poolside bar,Free parking,Breakfast,Restaurant,Airport transportation,Car hire,Taxi service,Banquet room,Meeting rooms,Conference facilities,Spa,Sauna,Currency exchange,24-hour security,Concierge,Baggage storage,Sun terrace,Shops,Butler service,First aid kit,Infirmary,24-hour front desk,Private check-in / check-out,Express check-in / check-out,Dry cleaning,Laundry service,Shoeshine,Ocean view,City view,Landmark view,Pool view,Non-smoking rooms,Smoking rooms available,Suites,Number of reviews,Rating,Price
1533565,Piccadily Hotel,28.62895393371582,77.07886505126953,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"2,095",4.0,5032.56
1546198,Hilton Garden Inn New Delhi / Saket,28.527971267700195,77.21760559082031,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,"2,077",4.5,5289.0
2082905,Taurus Sarovar Portico,28.54897499084473,77.1273422241211,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,894,4.0,4400.43
3510307,"The Leela Ambience Convention Hotel, Delhi",28.66208457946777,77.30216979980469,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,"4,165",5.0,6305.0
13964392,Hotel Grand Imperial,28.64580345153809,77.19219970703125,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,36,4.0,3507.19
2290968,WelcomHotel Dwarka,28.57918357849121,77.05593872070312,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,"4,109",4.5,3750.0
7171796,Park Inn By Radisson New Delhi IP Extension,28.630062103271484,77.3148193359375,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,741,4.0,6591.0
3668216,Park Plaza Delhi CBD Shahdara,28.6590633392334,77.298095703125,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,"1,770",4.5,4583.0
2193653,Holiday Inn Express New Delhi International Airport T3,28.56805992126465,77.12139892578125,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,789,3.5,12390.0
11999012,Park Inn by Radisson New Delhi Lajpat Nagar,28.56375312805176,77.23480987548828,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,208,4.0,8398.88
583011,Radisson Blu Marina Connaught Place,28.63374328613281,77.2170639038086,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,"1,538",3.5,6948.0
15148936,Hotel LA,28.68698692321777,77.10218811035156,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,69,4.5,2914.36
2445301,Hotel Delhi Aerocity,28.54206085205078,77.118408203125,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,734,4.0,1608.32
4579616,The Roseate New Delhi,28.531967163085934,77.1048812866211,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,"1,960",4.5,19557.73
1383462,The Lodhi,28.59167861938477,77.23812866210938,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,982,4.5,18878.0
1371418,Colonel's Retreat,28.56865882873535,77.23319244384766,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,928,4.5,2213.36
7767213,Pullman New Delhi Aerocity,28.554304122924805,77.12353515625,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,"3,178",5.0,5038.88
4451234,JW Marriott Hotel New Delhi Aerocity,28.55284881591797,77.12150573730469,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,"3,966",4.5,6844.0
301777,"ITC Maurya, a Luxury Collection Hotel, New Delhi",28.59712791442871,77.17361450195312,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,"4,970",4.5,11323.02
578527,"Shangri-La's - Eros Hotel, New Delhi",28.620832443237305,77.21797943115234,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,"4,442",4.5,8064.0
301904,Le Meridien New Delhi,28.61888885498047,77.21807098388672,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,"4,583",4.5,7000.0
306957,Radisson Blu Plaza Delhi Airport,28.54374122619629,77.11980438232422,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,"7,078",4.5,6336.0
3488035,The Umrao,28.52791404724121,77.10086059570312,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,935,4.5,7828.54
2144977,Crowne Plaza New Delhi Mayur Vihar Noida,28.590341567993164,77.29741668701172,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,"1,206",4.5,4093.77
299757,Sheraton New Delhi Hotel,28.526691436767575,77.21598815917969,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,"2,976",4.5,5824.0
1987285,Radisson Blu Hotel New Delhi Paschim Vihar,28.66713905334473,77.09123229980469,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,"2,517",4.5,5207.0
1477310,Hotel Amax Inn,28.64664649963379,77.21329498291016,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,"1,096",4.0,912.5
15521533,Colonels Retreat 2,28.57390022277832,77.23593139648438,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,17,5.0,2799.0
306931,Hyatt Regency Delhi,28.56916427612305,77.18533325195312,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,"3,744",4.5,6669.0
305021,"Ambassador, New Delhi - IHCL SeleQtions",28.601520538330078,77.22897338867188,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,"1,389",4.0,5376.0
304406,Maidens Hotel,28.67450523376465,77.22607421875,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,"1,615",4.5,7840.0
15090746,Inde Hotel Cyber City,28.49272727966309,77.09071350097656,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,63,4.0,5081.57
306949,The Suryaa New Delhi,28.56098556518555,77.2682876586914,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,"4,082",4.5,3202.0
13370039,The Neem,28.54974365234375,77.23268127441406,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,63,4.5,3920.0
4744115,The Golden Palms Hotel & Spa,28.62903022766113,77.31514739990234,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,159,3.5,3754.0
306951,Hotel Ajanta,28.645788192749023,77.21583557128906,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,"2,284",4.0,1842.59
304415,The Grand New Delhi,28.53906059265137,77.15225982666016,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,"2,094",4.0,4467.74
1757449,Treebo Tryst Royce,28.55973052978516,77.2730484008789,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,103,4.0,2011.83
549544,Hotel City Park,28.713830947875977,77.1390609741211,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,231,3.5,6476.55
13964392,Hotel Grand Imperial,28.64580345153809,77.19219970703125,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,36,4.0,3507.19
3520941,Hotel City Star,28.64479637145996,77.21490478515625,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,"1,742",4.5,2777.6
14004938,OYO 12191 Hotel Airlift,28.56329917907715,77.16414642333984,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,3.5,525.9
592998,Hotel Grand Godwin,28.64589881896973,77.2153091430664,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,"1,544",4.0,1795.64
304639,Jaypee Siddharth,28.642414093017575,77.17539978027344,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,"1,720",4.5,6720.0
1759051,The Leela Palace New Delhi,28.57989883422852,77.18975067138672,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,"3,776",5.0,18880.0
1371418,Colonel's Retreat,28.56865882873535,77.23319244384766,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,928,4.5,3315.2
14088516,Aloft New Delhi Aerocity,28.552452087402344,77.12358856201172,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,795,4.5,6136.0
2137617,Holiday Inn New Delhi Mayur Vihar Noida,28.59040832519531,77.2983627319336,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,"1,164",4.5,3489.92
1907730,Crowne Plaza Today New Delhi Okhla,28.52858543395996,77.27237701416016,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,"1,422",4.5,3583.1
302182,Taj Mahal Hotel,28.60473251342773,77.22358703613281,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,"2,708",4.5,12390.0
1067282,The Muse Sarovar Portico,28.545467376708984,77.2479019165039,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,552,4.5,4532.45
306957,Radisson Blu Plaza Delhi Airport,28.54374122619629,77.11980438232422,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,"7,078",4.5,6336.0
1371418,Colonel's Retreat,28.56865882873535,77.23319244384766,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,928,4.5,3315.2
306954,Jaypee Vasant Continental,28.55643081665039,77.16417694091797,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,"1,065",4.0,5612.32
7967791,Joey's Hostel,28.62908363342285,77.27445220947266,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,197,4.5,890.19
2355103,Caspia Hotel New Delhi Shalimar Bagh,28.725719451904297,77.14430236816406,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,502,4.0,2000.59
301910,The Metropolitan Hotel & Spa,28.63116455078125,77.20784759521484,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,"2,497",4.0,6676.99
299120,The Lalit New Delhi,28.631431579589844,77.22715759277344,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,"9,046",4.5,7737.0
1728106,Hindustan by Backpackers Heaven,28.64189147949219,77.21170043945312,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,223,4.5,1264.09
1200682,Hotel The Royal Plaza,28.62146377563477,77.21687316894531,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,"3,796",4.0,4435.2
10823872,Hotel Connaught Royale,28.632221221923828,77.22771453857422,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,102,4.0,3149.37
11045833,Hotel City Empire,28.644155502319336,77.21652221679688,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,98,4.5,998.73
446884,Capital O 16011 Hotel Mohan International,28.64514350891113,77.21748352050781,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,265,4.0,1236.02
3181614,Sarovar Portico Naraina,28.62598419189453,77.135009765625,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,232,4.0,3595.04
1099126,Thikana,28.55627250671387,77.2152099609375,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,652,5.0,4080.56
4107150,Hotel Delhi 55,28.64469337463379,77.2137222290039,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,176,4.0,2253.89
306948,The Ashok,28.59695053100586,77.1961898803711,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,779,3.0,10030.0
13397254,Hotel Golden Oasis,28.64169502258301,77.21422576904297,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,44,4.0,990.0
2392227,Hotel Divine Paradise,28.57548522949219,77.2640380859375,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26,3.5,3509.36
620499,Hotel Sunstar Grand,28.64624786376953,77.18412017822266,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,869,4.5,2128.0
661234,Hotel Palace Heights,28.63387489318848,77.22145080566406,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,830,4.5,4825.54
304216,"The Oberoi, New Delhi",28.59640121459961,77.23975372314453,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,"2,596",4.5,21240.0
2145938,The Ashtan Sarovar Portico,28.56288719177246,77.20389556884766,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,549,4.0,2976.24
3528994,"Four Points by Sheraton New Delhi, Airport Highway",28.528249740600586,77.1001205444336,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,846,4.0,4704.0
